序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
00000,="10:27:11.674",0x561093D,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00001,="10:27:11.674",0x5610940,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00002,="10:27:11.733",0x5610B3D,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00003,="10:27:11.733",0x5610B40,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 D3 
00004,="10:27:11.794",0x5610D32,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00005,="10:27:11.794",0x5610D37,ch1,接收,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00006,="10:27:11.823",0x5610F32,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00007,="10:27:11.823",0x5610F36,ch1,接收,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00008,="10:27:11.885",0x5611127,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00009,="10:27:11.885",0x561112C,ch1,接收,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00010,="10:27:11.944",0x561131D,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00011,="10:27:11.944",0x5611321,ch1,接收,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00012,="10:27:12.004",0x56115A9,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00013,="10:27:12.004",0x56115AC,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 8D 
00014,="10:27:12.034",0x561179E,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00015,="10:27:12.034",0x56117A1,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 8D 
00016,="10:27:12.094",0x5611994,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00017,="10:27:12.094",0x5611997,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 8D 
00018,="10:27:12.154",0x5611B89,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00019,="10:27:12.154",0x5611B8C,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 8D 
00020,="10:27:12.184",0x5611D7F,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
00021,="10:27:12.184",0x5611D82,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 BA 
00022,="10:27:12.244",0x5611F7E,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
00023,="10:27:12.244",0x5611F81,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 BA 
00024,="10:27:12.304",0x5612174,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
00025,="10:27:12.304",0x5612177,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 BA 
00026,="10:27:12.364",0x5612369,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
00027,="10:27:12.364",0x561236C,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 BA 
00028,="10:27:12.394",0x561255F,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
00029,="10:27:12.394",0x5612562,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 78 
00030,="10:27:12.454",0x5612754,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
00031,="10:27:12.454",0x5612757,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 78 
00032,="10:27:12.514",0x5612954,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00033,="10:27:12.514",0x5612957,ch1,接收,0x0544,数据帧,标准帧,0x02,x| FF 5D 
00034,="10:27:12.544",0x5612B49,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00035,="10:27:12.544",0x5612B4C,ch1,接收,0x0546,数据帧,标准帧,0x02,x| FF 5D 
00036,="10:27:12.604",0x5612D3F,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00037,="10:27:12.604",0x5612D42,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 D3 
00038,="10:27:12.664",0x5612F34,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00039,="10:27:12.664",0x5612F37,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 D3 
00040,="10:27:12.693",0x561312A,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00041,="10:27:12.693",0x561312D,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00042,="10:27:12.753",0x5613329,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00043,="10:27:12.753",0x561332C,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 D3 
00044,="10:27:12.814",0x561351F,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00045,="10:27:12.814",0x5613523,ch1,接收,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00046,="10:27:12.844",0x561371E,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00047,="10:27:12.844",0x5613722,ch1,接收,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00048,="10:27:12.903",0x5613914,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00049,="10:27:12.903",0x5613918,ch1,接收,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00050,="10:27:12.963",0x5613B09,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00051,="10:27:12.963",0x5613B0D,ch1,接收,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00052,="10:27:13.024",0x5613D97,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00053,="10:27:13.024",0x5613D9A,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 8D 
00054,="10:27:13.084",0x5613F8C,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00055,="10:27:13.084",0x5613F8F,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 8D 
00056,="10:27:13.114",0x5614182,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00057,="10:27:13.114",0x5614185,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 8D 
00058,="10:27:13.175",0x5614378,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00059,="10:27:13.175",0x561437A,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 8D 
00060,="10:27:13.235",0x5614575,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
00061,="10:27:13.235",0x5614578,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 BB 
00062,="10:27:13.265",0x561476A,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
00063,="10:27:13.265",0x561476D,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 BB 
00064,="10:27:13.323",0x5614960,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
00065,="10:27:13.323",0x5614963,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 BB 
00066,="10:27:13.383",0x5614B55,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
00067,="10:27:13.383",0x5614B58,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 BB 
00068,="10:27:13.414",0x5614D4B,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
00069,="10:27:13.414",0x5614D4E,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 6C 
00070,="10:27:13.474",0x5614F4A,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00071,="10:27:13.474",0x5614F4D,ch1,接收,0x0542,数据帧,标准帧,0x02,x| FF 5D 
00072,="10:27:13.535",0x5615140,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00073,="10:27:13.535",0x5615143,ch1,接收,0x0544,数据帧,标准帧,0x02,x| FF 5D 
00074,="10:27:13.564",0x5615335,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00075,="10:27:13.564",0x5615338,ch1,接收,0x0546,数据帧,标准帧,0x02,x| FF 5D 
00076,="10:27:13.625",0x561552B,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00077,="10:27:13.625",0x561552E,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 D3 
00078,="10:27:13.684",0x5615720,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00079,="10:27:13.684",0x5615723,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 D3 
00080,="10:27:13.714",0x5615920,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00081,="10:27:13.714",0x5615923,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00082,="10:27:13.774",0x5615B15,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00083,="10:27:13.774",0x5615B18,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 D3 
00084,="10:27:13.834",0x5615D15,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00085,="10:27:13.834",0x5615D19,ch1,接收,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00086,="10:27:13.864",0x5615F0A,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00087,="10:27:13.864",0x5615F0E,ch1,接收,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00088,="10:27:13.924",0x56160FF,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00089,="10:27:13.924",0x5616104,ch1,接收,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00090,="10:27:13.985",0x561638B,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00091,="10:27:13.985",0x5616390,ch1,接收,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00092,="10:27:14.044",0x5616581,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00093,="10:27:14.044",0x5616584,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 8D 
00094,="10:27:14.103",0x5616776,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00095,="10:27:14.103",0x5616779,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 8D 
00096,="10:27:14.134",0x561696C,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00097,="10:27:14.134",0x561696F,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 8D 
00098,="10:27:14.195",0x5616B61,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00099,="10:27:14.195",0x5616B64,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 8D 
00100,="10:27:14.253",0x5616D63,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
00101,="10:27:14.253",0x5616D66,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 BD 
00102,="10:27:14.284",0x5616F58,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
00103,="10:27:14.284",0x5616F5B,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 BD 
00104,="10:27:14.344",0x561714E,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
00105,="10:27:14.344",0x5617151,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 BD 
00106,="10:27:14.404",0x5617343,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
00107,="10:27:14.404",0x5617346,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 BD 
00108,="10:27:14.434",0x5617539,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
00109,="10:27:14.434",0x561753C,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 6C 
00110,="10:27:14.494",0x5617736,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00111,="10:27:14.494",0x5617739,ch1,接收,0x0542,数据帧,标准帧,0x02,x| FF 5D 
00112,="10:27:14.553",0x561792B,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00113,="10:27:14.553",0x561792E,ch1,接收,0x0544,数据帧,标准帧,0x02,x| FF 5D 
00114,="10:27:14.584",0x5617B21,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
00115,="10:27:14.584",0x5617B24,ch1,接收,0x0546,数据帧,标准帧,0x02,x| FF 5D 
00116,="10:27:14.643",0x5617D16,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00117,="10:27:14.643",0x5617D19,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 D3 
00118,="10:27:14.705",0x5617F0C,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00119,="10:27:14.705",0x5617F0F,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 D3 
00120,="10:27:14.734",0x561810B,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00121,="10:27:14.765",0x561810E,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00122,="10:27:14.795",0x5618301,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00123,="10:27:14.795",0x5618304,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 D3 
00124,="10:27:14.853",0x5618500,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00125,="10:27:14.853",0x5618505,ch1,接收,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00126,="10:27:14.914",0x56186F6,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00127,="10:27:14.914",0x56186FA,ch1,接收,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00128,="10:27:14.944",0x56188EB,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00129,="10:27:14.944",0x56188F0,ch1,接收,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00130,="10:27:15.004",0x5618B77,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
00131,="10:27:15.004",0x5618B7B,ch1,接收,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
00132,="10:27:15.065",0x5618D6D,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00133,="10:27:15.065",0x5618D70,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 8D 
00134,="10:27:15.124",0x5618F62,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00135,="10:27:15.124",0x5618F65,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 8D 
00136,="10:27:15.154",0x5619158,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00137,="10:27:15.154",0x561915B,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 8D 
00138,="10:27:15.214",0x561934D,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
00139,="10:27:15.214",0x5619350,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 8D 
00140,="10:27:15.273",0x561954C,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
00141,="10:27:15.273",0x561954F,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 B8 
00142,="10:27:15.304",0x5619742,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
00143,="10:27:15.304",0x5619745,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 B8 
00144,="10:27:15.364",0x5619937,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
00145,="10:27:15.364",0x561993A,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 B8 
00146,="10:27:15.425",0x5619B2D,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
00147,="10:27:15.425",0x5619B30,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 B8 
00148,="10:27:15.455",0x5619D22,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
00149,="10:27:15.455",0x5619D25,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 6C 
00150,="10:27:15.514",0x5619F24,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
00151,="10:27:15.514",0x5619F27,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 78 
00152,="10:27:15.573",0x561A119,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
00153,="10:27:15.573",0x561A11C,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 78 
00154,="10:27:15.634",0x561A30F,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
00155,="10:27:15.634",0x561A312,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 78 
00156,="10:27:15.664",0x561A504,ch1,接收,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00157,="10:27:15.664",0x561A507,ch1,接收,0x0540,数据帧,标准帧,0x02,x| 00 D3 
00158,="10:27:15.724",0x561A706,ch1,接收,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00159,="10:27:15.724",0x561A709,ch1,接收,0x0542,数据帧,标准帧,0x02,x| 00 D3 
00160,="10:27:15.785",0x561A8F7,ch1,接收,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00161,="10:27:15.785",0x561A8FA,ch1,接收,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00162,="10:27:15.814",0x561AAED,ch1,接收,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00163,="10:27:15.814",0x561AAF0,ch1,接收,0x0546,数据帧,标准帧,0x02,x| 00 D3 
00164,="10:27:55.289",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00165,="10:27:55.289",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
00166,="10:27:55.289",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
00167,="10:27:55.347",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
